_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
150227,88,2441,"Manufacturer Refurbished - HP 14-AM052NR 14"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10 Home",179.99,HP,,,,,,,Manufacturer Refurbished AM052NR Intel Celeron N3060,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,0
150587,88,3101,"Manufacturer Refurbished - HP 14-AM052NR 14"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10 Home",179.99,HP,,,,,,,Manufacturer Refurbished AM052NR Intel Celeron N3060,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,0
150589,89,3,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",479,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
150764,89,320,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
150944,89,650,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
151069,89,883,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",479,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
151448,89,1574,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
151573,89,1805,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",475,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
152041,89,2663,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",475,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
152046,89,2672,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
208215,123,181,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
208323,123,379,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
208539,123,775,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
208682,123,1038,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
208851,123,1347,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
208862,123,1368,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
209187,123,1963,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
209210,123,2006,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
209475,123,2491,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
209478,123,2495,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
209609,123,2736,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
209726,123,2952,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
216695,128,217,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
216740,128,298,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
217160,128,1068,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
217618,128,1910,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
217774,128,2196,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
218238,128,3046,"HP Pavilion 15-Cc066Nr 15.6"" Laptop, Windows 10 Home, Touchscreen, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc066Nr Touchscreen Intel i3 7100U Dual Drive,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
232221,137,761,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,f222wm – Touchscreen Intel Pentium Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
233264,137,2674,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,f222wm – Touchscreen Intel Pentium Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
233420,137,2960,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,f222wm – Touchscreen Intel Pentium Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
252465,149,651,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
252909,149,1465,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
253652,149,2828,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
253796,149,3092,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
269318,159,532,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,Manufacturer Refurbished AK050NR Chromebook Intel Celeron N2940 83GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
269462,159,796,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,Manufacturer Refurbished AK050NR Chromebook Intel Celeron N2940 83GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
269714,159,1258,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,Manufacturer Refurbished AK050NR Chromebook Intel Celeron N2940 83GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
274497,162,717,HP Flagship High Performance 15.6 Inch HD Touchscreen Laptop PC| Intel Pentium N3710 Quad-Core| 1.60 GHz| 4GB RAM| 500GB HDD| DVDRW| WIFI| Windows 10 (Black),389,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Intel Pentium N3710 Quad 60 GHz Black,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
282691,167,230,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,Stream Notebook AX067NR Celeron N Snow White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
283662,167,2011,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,Stream Notebook AX067NR Celeron N Snow White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
